id,profit,tenure,district,online,inc,age
30327,238,19.4099998474121,1200,0,1,6
30758,238,1.6599999666214,1200,0,8,5
74,238,29.4099998474121,1200,1,9,6
346,237,0.8299999833107,1300,0,1,1
1767,237,4.32999992370605,1200,0,6,3
2775,237,22.0799999237061,1200,0,2,7
4776,237,8.25,1200,0,,
9843,237,8.57999992370606,1200,0,9,5
11171,237,8.57999992370606,1200,0,,
12256,237,10.75,1200,0,,
13086,237,7.5,1200,0,7,4
13751,237,10.4099998474121,1200,0,7,4
13788,237,3.32999992370605,1200,0,,
14629,237,15.5,1200,0,,
21955,237,15.5,1200,0,9,5
22974,237,24.75,1200,0,6,6
24387,237,22.25,1200,0,2,7
26395,237,0.660000026226044,1200,0,8,6
26672,237,12.9099998474121,1200,0,4,6
31460,237,6.32999992370606,1200,0,1,5
7878,237,0.5799999833107,1200,1,6,6
23760,237,14.5799999237061,1200,1,4,3
27175,237,17.75,1200,1,,
27596,237,11.1599998474121,1200,1,7,
544,236,14.1599998474121,1200,0,9,7
1057,236,10.3299999237061,1200,0,7,3
2825,236,23.5,1200,0,3,3
3171,236,6.32999992370606,1200,0,7,3
3223,236,5.90999984741211,1200,0,3,3
11536,236,30.8299999237061,1100,0,1,7
13858,236,1.25,1100,0,5,4
14101,236,34.1599998474121,1200,0,9,4
16276,236,7.65999984741211,1300,0,,
17761,236,16.8299999237061,1200,0,8,7
17934,236,30.0799999237061,1200,0,,
18328,236,11.6599998474121,1200,0,3,6
22991,236,7.82999992370606,1200,0,,3
24327,236,18.0799999237061,1200,0,2,7
26381,236,21.6599998474121,1200,0,4,
26468,236,29.5799999237061,1200,0,4,6
28968,236,3.66000008583069,1200,0,9,3
29865,236,0.5799999833107,1200,0,1,4
30461,236,8.90999984741211,1200,0,8,7
31308,236,5.15999984741211,1200,0,1,
10208,236,1,1200,1,8,2
12282,236,7.40999984741211,1200,1,7,3
12519,236,21.5799999237061,1300,1,4,2
14672,236,22.25,1200,1,6,2
18576,236,14.4099998474121,1200,1,7,4
2377,235,29.5799999237061,1200,0,1,7
2769,235,0.330000013113022,1200,0,6,2
3303,235,17.1599998474121,1300,0,9,5
8278,235,10.8299999237061,1200,0,7,3
9448,235,3.66000008583069,1300,0,,
10172,235,19.1599998474121,1200,0,8,4
10423,235,30.0799999237061,1200,0,5,5
10782,235,16.1599998474121,1200,0,5,5
11700,235,8.57999992370606,1200,0,,
14955,235,1.1599999666214,1200,0,2,3
15576,235,7.82999992370606,1200,0,,
20038,235,1.6599999666214,1300,0,,
21368,235,1.33000004291534,1200,0,6,5
23506,235,15.8299999237061,1200,0,9,3
23517,235,1.1599999666214,1200,0,1,3
31028,235,15.8299999237061,1200,0,6,7
6990,235,4.82999992370606,1200,1,8,3
8814,235,18.9099998474121,1200,1,,
9496,235,30,1300,1,6,5
12676,235,1.5,1200,1,5,3
24794,235,12.5,1300,1,7,2
30092,235,15.75,1200,1,6,4
31620,235,29.75,1200,1,8,4
1957,234,10.0799999237061,1300,0,4,3
2174,234,30.3299999237061,1200,0,5,5
6800,234,22.0799999237061,1300,0,5,7
11459,234,27.5,1300,0,6,5
13571,234,29.0799999237061,1200,0,6,6
14482,234,30.0799999237061,1200,0,9,6
14747,234,9.57999992370605,1200,0,4,3
15846,234,1.75,1300,0,5,4
20387,234,5.5,1300,0,7,4
23109,234,22.4099998474121,1200,0,3,7
28980,234,8.5,1200,0,9,3
30019,234,20.8299999237061,1200,0,7,5
31497,234,16.8299999237061,1200,0,9,5
4353,234,18.1599998474121,1200,1,7,3
8819,234,6.82999992370606,1200,1,7,2
18594,234,3,1200,1,9,5
21244,234,14.4099998474121,1200,1,5,4
998,233,13.5,1200,0,7,4
7705,233,16,1200,0,3,6
7844,233,15.9099998474121,1200,0,,
8934,233,19.3299999237061,1200,0,9,7
10322,233,5.90999984741211,1200,0,,
10901,233,2.5,1100,0,7,4
12010,233,5.82999992370606,1200,0,6,4
12431,233,11.5799999237061,1200,0,6,3
18159,233,15,1200,0,1,7
18572,233,28.5,1200,0,9,5
18797,233,34.5,1200,0,1,7
18874,233,11.5799999237061,1100,0,1,6
18991,233,6.32999992370606,1300,0,6,4
19371,233,5.75,1200,0,8,
19393,233,5.5,1100,0,,
20217,233,1,1200,0,6,2
21840,233,19.0799999237061,1200,0,9,5
22815,233,19.9099998474121,1200,0,6,5
22954,233,20.3299999237061,1200,0,6,6
23986,233,16.0799999237061,1200,0,6,3
25512,233,9.32999992370605,1200,0,1,5
27076,233,12.25,1200,0,6,4
27848,233,40.0800018310547,1200,0,9,7
6161,233,12.75,1300,1,7,5
29701,233,15.6599998474121,1200,1,7,4
2715,232,22.3299999237061,1100,0,7,3
9212,232,4.32999992370605,1300,0,6,2
9992,232,22.3299999237061,1200,0,6,6
11691,232,18.3299999237061,1200,0,5,3
12642,232,24.1599998474121,1200,0,9,4
16590,232,8.07999992370606,1200,0,8,3
21801,232,10.8299999237061,1200,0,,
23267,232,4.65999984741211,1200,0,8,5
23282,232,17.8299999237061,1200,0,6,3
24391,232,3.32999992370605,1200,0,,
24770,232,4.40999984741211,1300,0,6,2
24923,232,5,1200,0,,
25665,232,26.9099998474121,1200,0,3,7
25778,232,22.8299999237061,1200,0,6,4
27627,232,2.82999992370605,1100,0,1,4
28212,232,23.25,1300,0,,
29585,232,15.5,1300,0,7,3
11345,232,1.5,1200,1,9,2
6075,231,3,1300,0,6,3
6373,231,14.6599998474121,1200,0,6,3
8904,231,1.58000004291534,1300,0,6,4
11135,231,41.1599998474121,1200,0,1,7
13748,231,4.90999984741211,1300,0,5,2
14505,231,20.25,1100,0,,
15090,231,18.5799999237061,1200,0,,
15182,231,7.5,1200,0,2,3
17566,231,30.9099998474121,1300,0,6,5
18171,231,5.5,1200,0,5,3
19014,231,24.75,1200,0,4,5
21890,231,12.8299999237061,1200,0,5,4
22736,231,10,1200,0,6,6
24433,231,7.65999984741211,1200,0,,
24869,231,15.9099998474121,1200,0,5,4
25794,231,6.65999984741211,1200,0,9,4
26205,231,4.25,1300,0,,
1974,231,2,1300,1,4,2
7489,231,3.82999992370605,1200,1,9,3
23018,231,15.75,1200,1,7,3
28232,231,8.65999984741211,1200,1,6,3
2414,230,1.58000004291534,1200,0,1,4
3473,230,0.5799999833107,1200,0,6,4
5249,230,22.0799999237061,1200,0,8,7
5680,230,10.9099998474121,1200,0,7,3
8498,230,7.25,1200,0,1,3
8641,230,28.4099998474121,1200,0,1,6
13141,230,12.1599998474121,1100,0,1,7
18366,230,14.1599998474121,1200,0,,
22879,230,3.5,1200,0,,3
26132,230,9.82999992370605,1200,0,6,6
31149,230,11,1200,0,3,6
31396,230,15.6599998474121,1200,0,9,3
19731,230,9.65999984741211,1200,1,6,2
23252,230,8.40999984741211,1200,1,9,2
2308,229,1.75,1200,0,1,7
2718,229,8.57999992370606,1200,0,1,7
2764,229,2.41000008583069,1200,0,7,3
4166,229,4.75,1200,0,1,3
4256,229,1.83000004291534,1200,0,,
8528,229,5.40999984741211,1200,0,6,1
9069,229,15.9099998474121,1300,0,6,4
13207,229,1,1200,0,,
15354,229,13.6599998474121,1200,0,9,3
18514,229,7.82999992370606,1200,0,9,4
18667,229,17.75,1200,0,7,6
21171,229,9.5,1200,0,6,2
23865,229,14.25,1200,0,4,3
23879,229,9.57999992370605,1200,0,9,5
25087,229,2,1200,0,,
27362,229,3.32999992370605,1200,0,7,1
27563,229,8.75,1200,0,9,4
27939,229,16.0799999237061,1200,0,1,7
29008,229,18.5799999237061,1200,0,7,5
9379,229,15.8299999237061,1200,1,7,4
30737,229,10.8299999237061,1200,1,,
5735,228,22.8299999237061,1200,0,6,5
5857,228,32.6599998474121,1300,0,5,7
6675,228,3.75,1200,0,,
7007,228,8.82999992370606,1200,0,6,5
7995,228,26.75,1100,0,4,5
8507,228,10.1599998474121,1200,0,9,3
9116,228,11.9099998474121,1100,0,6,6
9611,228,5.15999984741211,1200,0,3,6
9845,228,5.32999992370606,1200,0,8,7
10519,228,6.75,1300,0,6,2
10640,228,3.07999992370605,1200,0,4,5
10656,228,20.5,1200,0,8,3
12746,228,4.57999992370606,1200,0,1,7
13828,228,20.3299999237061,1200,0,9,4
15507,228,8.90999984741211,1200,0,,
15698,228,4.90999984741211,1200,0,9,2
18137,228,2.91000008583069,1200,0,6,6
18786,228,13.5799999237061,1200,0,,
22556,228,12.6599998474121,1200,0,8,3
23968,228,20.4099998474121,1200,0,5,6
27990,228,7.25,1200,0,3,2
30181,228,0.5799999833107,1200,0,,
5347,228,3.25,1200,1,5,2
13744,228,6.40999984741211,1200,1,6,6
19597,228,15.5799999237061,1200,1,7,3
24484,228,0.159999996423721,1300,1,3,2
26734,228,10.6599998474121,1200,1,6,2
26819,228,4.07999992370605,1200,1,6,4
1248,227,6.90999984741211,1200,0,7,2
1722,227,2.57999992370605,1300,0,5,2
4533,227,15.6599998474121,1200,0,3,4
4618,227,12.1599998474121,1100,0,,
5967,227,26.0799999237061,1100,0,,
8395,227,4.40999984741211,1300,0,3,4
8880,227,5.25,1200,0,9,3
9037,227,3,1200,0,1,2
10651,227,4.65999984741211,1200,0,6,3
14421,227,11.1599998474121,1200,0,8,4
15873,227,1.83000004291534,1200,0,7,4
22177,227,13.75,1200,0,,
23987,227,27.5799999237061,1200,0,1,7
24366,227,4.65999984741211,1200,0,8,3
25636,227,5.90999984741211,1200,0,7,4
27291,227,7.5,1300,0,5,2
27297,227,3.82999992370605,1200,0,6,2
28147,227,3.82999992370605,1300,0,6,6
30576,227,1.83000004291534,1300,0,9,4
6661,227,8.07999992370606,1200,1,3,4
16447,227,9,1300,1,9,
20860,227,7.15999984741211,1200,1,,
21168,227,1.25,1200,1,,
31181,227,29.4099998474121,1200,1,7,7
31247,227,28.5,1200,1,,
561,226,3.91000008583069,1200,0,6,6
2011,226,14.0799999237061,1100,0,3,7
2639,226,1.25,1200,0,,
3942,226,13.8299999237061,1200,0,7,3
5292,226,4.65999984741211,1200,0,,
6007,226,19.5,1200,0,5,1
9026,226,10.75,1200,0,7,4
9489,226,7.32999992370606,1100,0,5,1
10571,226,16.0799999237061,1300,0,3,4
18300,226,12.9099998474121,1200,0,7,5
18643,226,16.25,1200,0,9,5
18853,226,19.5799999237061,1200,0,6,5
19119,226,4.25,1200,0,6,3
22605,226,14.5,1200,0,,
23914,226,19.5,1300,0,,
24241,226,22.1599998474121,1200,0,6,7
24489,226,7.5,1200,0,6,7
25999,226,3.5,1300,0,,
27469,226,11.25,1200,0,,
31625,226,8.82999992370606,1200,0,,
6988,226,7.15999984741211,1200,1,6,5
18095,226,19.0799999237061,1200,1,7,3
18394,226,32.5800018310547,1200,1,9,7
18862,226,30.5,1200,1,4,6
20909,226,7.5,1200,1,,
4576,225,20,1100,0,5,4
5247,225,2.5,1300,0,6,4
5302,225,9,1200,0,1,7
5707,225,7,1200,0,5,3
5715,225,23.3299999237061,1200,0,,
13041,225,8.25,1200,0,7,3
13252,225,10.1599998474121,1300,0,1,7
14219,225,15.6599998474121,1200,0,4,4
14400,225,5.57999992370606,1300,0,,
16061,225,11,1200,0,,
20942,225,19,1300,0,6,7
20954,225,2.66000008583069,1200,0,,
23747,225,18.5799999237061,1200,0,8,4
25131,225,6,1300,0,6,2
26772,225,14.5,1200,0,5,3
28873,225,2.25,1200,0,6,5
4128,225,13.5,1200,1,5,4
11615,225,0.5,1200,1,4,2
21551,225,20.6599998474121,1200,1,8,3
25434,225,8.65999984741211,1200,1,,
25576,225,12.3299999237061,1100,1,6,3
981,224,4.5,1200,0,9,7
3454,224,3.57999992370605,1200,0,,
4594,224,25.4099998474121,1300,0,,
8131,224,10.3299999237061,1300,0,1,4
8336,224,17.3299999237061,1200,0,5,6
8984,224,12.5,1300,0,4,5
9911,224,31.0799999237061,1200,0,,6
11769,224,22.0799999237061,1300,0,7,5
12247,224,11.0799999237061,1100,0,6,5
13020,224,14.1599998474121,1200,0,3,5
13233,224,1.25,1300,0,4,4
13649,224,0.409999996423721,1200,0,6,3
15291,224,3,1200,0,,
15512,224,20.6599998474121,1200,0,4,5
16173,224,22.0799999237061,1200,0,6,7
16423,224,23.25,1200,0,4,4
16740,224,3.91000008583069,1200,0,,
19053,224,36.1599998474121,1100,0,1,6
19128,224,5.25,1200,0,6,2
20236,224,11.1599998474121,1200,0,6,5
21527,224,19.75,1200,0,3,6
21839,224,7.65999984741211,1200,0,7,3
23943,224,34.25,1300,0,1,7
26650,224,9.82999992370605,1200,0,7,6
30745,224,23.4099998474121,1200,0,9,4
30806,224,8.15999984741211,1200,0,,
3403,224,26.25,1100,1,4,
5691,224,8.82999992370606,1200,1,3,3
10716,224,4.57999992370606,1300,1,6,2
15222,224,6.40999984741211,1100,1,9,2
16221,224,1.58000004291534,1200,1,,
17980,224,4.25,1200,1,3,3
30045,224,1.33000004291534,1200,1,8,3
386,223,11.5799999237061,1200,0,6,7
414,223,12.0799999237061,1200,0,,
1351,223,8.82999992370606,1200,0,,
4604,223,6.65999984741211,1300,0,,
4677,223,3.75,1200,0,5,7
5238,223,16.3299999237061,1200,0,6,4
6648,223,15.5,1300,0,3,7
6843,223,5.25,1200,0,4,4
8658,223,7.07999992370606,1200,0,7,4
9891,223,7.40999984741211,1200,0,4,5
10198,223,9,1200,0,7,4
10700,223,7.15999984741211,1200,0,5,5
11740,223,1.9099999666214,1100,0,,
12517,223,5.90999984741211,1200,0,4,4
12866,223,3.66000008583069,1200,0,8,4
14954,223,4.40999984741211,1200,0,9,4
15614,223,9.82999992370605,1200,0,2,6
17595,223,11.3299999237061,1200,0,9,5
18146,223,6.25,1200,0,9,4
20425,223,6.40999984741211,1200,0,6,2
20740,223,21,1100,0,5,4
23343,223,15.25,1200,0,1,6
23382,223,4.90999984741211,1200,0,9,3
25406,223,18.6599998474121,1200,0,9,3
27023,223,17.0799999237061,1200,0,9,6
29474,223,10.75,1200,0,1,4
30240,223,11,1300,0,,
31338,223,3.07999992370605,1200,0,7,3
26546,223,4.5,1200,1,7,5
532,222,3.32999992370605,1300,0,2,6
1704,222,1.58000004291534,1300,0,7,2
5803,222,1.58000004291534,1200,0,8,5
6695,222,18,1200,0,3,7
7046,222,7.75,1200,0,5,4
18202,222,11.75,1200,0,,
19441,222,7.75,1200,0,6,5
19823,222,8.07999992370606,1200,0,7,3
25980,222,19,1200,0,7,5
27072,222,10.1599998474121,1200,0,6,2
27787,222,1.1599999666214,1100,0,,
28777,222,33.9099998474121,1300,0,4,6
29285,222,12.6599998474121,1300,0,5,3
29343,222,4.65999984741211,1200,0,6,4
3198,222,3.75,1200,1,9,4
8138,222,8.57999992370606,1200,1,6,2
11892,222,22.0799999237061,1300,1,7,7
14220,222,1.75,1200,1,7,5
18191,222,6.32999992370606,1200,1,7,2
4558,221,12.9099998474121,1200,0,9,4
4616,221,27.75,1200,0,6,6
4974,221,16.4099998474121,1200,0,4,5
5197,221,4.15999984741211,1200,0,,
5455,221,13.25,1200,0,7,2
8175,221,30.0799999237061,1200,0,1,6
8366,221,3.66000008583069,1200,0,7,3
10742,221,31.3299999237061,1200,0,4,5
13204,221,31.5,1200,0,8,5
13380,221,5.90999984741211,1300,0,3,3
14093,221,13.0799999237061,1200,0,,
15164,221,3,1200,0,9,2
16984,221,22.0799999237061,1200,0,2,6
18364,221,20.5,1200,0,7,4
21389,221,11,1300,0,1,7
22284,221,21.8299999237061,1200,0,9,3
22888,221,25.3299999237061,1200,0,,
24127,221,9.90999984741211,1100,0,8,5
24476,221,15,1200,0,7,4
24871,221,4.5,1200,0,9,3
25339,221,4.5,1200,0,,
27912,221,15.9099998474121,1200,0,5,3
27935,221,3.91000008583069,1200,0,,
28198,221,22.6599998474121,1200,0,7,5
28336,221,6.65999984741211,1200,0,3,6
29515,221,4.32999992370605,1200,0,,
30365,221,8.40999984741211,1300,0,6,3
31380,221,15.0799999237061,1200,0,8,3
2559,221,4.57999992370606,1200,1,7,4
14264,221,11.4099998474121,1200,1,6,5
76,220,2.5,1300,0,3,7
1281,220,10.4099998474121,1300,0,8,2
3028,220,11.0799999237061,1200,0,4,5
4867,220,12.5799999237061,1100,0,4,2
5194,220,6.40999984741211,1100,0,3,
6266,220,27.25,1200,0,4,4
9528,220,1.4099999666214,1200,0,,
9753,220,2.25,1100,0,5,4
10696,220,2.41000008583069,1200,0,,
11249,220,0.8299999833107,1100,0,6,2
12738,220,3.32999992370605,1200,0,9,2
12794,220,0.330000013113022,1100,0,6,5
13722,220,3.41000008583069,1200,0,7,4
14144,220,15.0799999237061,1200,0,3,5
16073,220,7.90999984741211,1300,0,7,4
17259,220,1.5,1200,0,,
18224,220,26.5799999237061,1300,0,,
18414,220,1,1200,0,6,2
18737,220,24.3299999237061,1200,0,4,6
25589,220,10.75,1200,0,4,7
26242,220,3.5,1200,0,7,2
26279,220,4.90999984741211,1200,0,7,1
26749,220,3.91000008583069,1200,0,9,2
30129,220,2.57999992370605,1200,0,9,3
30887,220,16.4099998474121,1200,0,5,4
15433,220,5.5,1200,1,9,2
21467,220,21.9099998474121,1200,1,9,4
30729,220,5.5,1300,1,9,3
1457,219,6.65999984741211,1200,0,8,4
4228,219,5.57999992370606,1200,0,4,3
4507,219,7.75,1200,0,8,5
5574,219,11.5799999237061,1200,0,8,5
5587,219,8.57999992370606,1200,0,,
5633,219,1.75,1100,0,,
7869,219,19.4099998474121,1200,0,,
8048,219,34.9099998474121,1200,0,3,7
8472,219,17,1200,0,5,7
10738,219,15.6599998474121,1200,0,5,5
15711,219,6.07999992370606,1200,0,6,4
16296,219,22.1599998474121,1200,0,3,3
17373,219,21,1200,0,6,6
23705,219,10.6599998474121,1200,0,,
27054,219,2.41000008583069,1300,0,4,
28599,219,1.08000004291534,1200,0,5,3
29266,219,0.409999996423721,1200,0,3,2
7424,219,9.82999992370605,1200,1,9,2
16300,219,0.660000026226044,1300,1,,
113,218,9.40999984741211,1200,0,4,2
4119,218,6.82999992370606,1200,0,8,2
4424,218,10.0799999237061,1200,0,,
4436,218,0.8299999833107,1300,0,5,3
6481,218,7.75,1200,0,7,4
9045,218,14.4099998474121,1200,0,8,2
9340,218,17.3299999237061,1200,0,,
9542,218,8.82999992370606,1200,0,,
12658,218,31.5,1200,0,8,7
13253,218,26.9099998474121,1200,0,7,6
14070,218,11.4099998474121,1200,0,6,2
15854,218,5.07999992370606,1200,0,1,7
19062,218,12.5,1200,0,6,4
22259,218,14.6599998474121,1200,0,6,5
24337,218,27.6599998474121,1200,0,6,6
27020,218,11.0799999237061,1200,0,5,3
27087,218,14.5,1200,0,4,3
27758,218,6.82999992370606,1200,0,7,5
28075,218,6.32999992370606,1200,0,,
30369,218,8.07999992370606,1200,0,6,4
31124,218,6.82999992370606,1200,0,,
31415,218,13.25,1200,0,3,7
5545,218,4.65999984741211,1200,1,6,4
6280,218,22.0799999237061,1200,1,2,7
7271,218,29.4099998474121,1200,1,1,7
8009,218,21.4099998474121,1200,1,9,4
23360,218,20.4099998474121,1200,1,1,6
31301,218,7.57999992370606,1200,1,,
5157,217,21.0799999237061,1100,0,7,5
5555,217,0.660000026226044,1200,0,,
5727,217,2.32999992370605,1200,0,9,2
6983,217,21.5,1200,0,4,6
7367,217,4.15999984741211,1200,0,6,7
7630,217,5.40999984741211,1200,0,8,2
13634,217,9.65999984741211,1200,0,6,4
14230,217,4.57999992370606,1200,0,,
17214,217,18.4099998474121,1200,0,,
18927,217,1.9099999666214,1200,0,,
18956,217,5.5,1200,0,9,3
19900,217,10.8299999237061,1100,0,6,4
25328,217,8.07999992370606,1200,0,7,4
26416,217,12.1599998474121,1200,0,2,6
26450,217,22.5799999237061,1200,0,6,7
26918,217,13.5799999237061,1200,0,9,6
29325,217,16.25,1200,0,9,5
29363,217,22.75,1200,0,9,5
29536,217,25.4099998474121,1200,0,4,7
6961,217,10.0799999237061,1200,1,9,3
12595,217,7.57999992370606,1200,1,6,2
18963,217,8.15999984741211,1200,1,5,2
25598,217,18.6599998474121,1300,1,6,3
27958,217,5.57999992370606,1200,1,7,4
192,216,5,1200,0,8,3
3567,216,5,1200,0,6,4
7467,216,12.1599998474121,1100,0,,
8638,216,8.32999992370606,1300,0,,
10194,216,8.40999984741211,1200,0,2,1
10514,216,12.5,1200,0,,
13081,216,2.66000008583069,1200,0,,
13393,216,7.5,1200,0,3,7
13663,216,3.32999992370605,1300,0,7,4
13713,216,12.8299999237061,1200,0,6,4
14342,216,33.0800018310547,1300,0,5,5
20342,216,0.660000026226044,1100,0,1,7
20439,216,7.57999992370606,1200,0,6,4
22503,216,20.25,1100,0,6,7
22632,216,8.90999984741211,1200,0,,
24220,216,6.07999992370606,1200,0,7,2
25249,216,4.75,1300,0,7,3
25395,216,2.57999992370605,1100,0,3,
26029,216,7.40999984741211,1200,0,3,3
26531,216,12.8299999237061,1200,0,7,7
27995,216,22.9099998474121,1200,0,4,7
28038,216,6.40999984741211,1200,0,,
28658,216,4.5,1200,0,1,4
6191,216,7.25,1200,1,8,4
30690,216,2,1200,1,6,2
31473,216,7.40999984741211,1200,1,,
948,215,37.25,1200,0,2,5
2244,215,23.75,1200,0,3,6
3254,215,12.5,1200,0,1,7
5294,215,31.25,1200,0,5,4
8939,215,21.8299999237061,1200,0,3,3
9767,215,22.0799999237061,1300,0,4,2
14922,215,9.15999984741211,1200,0,7,4
15194,215,11.6599998474121,1200,0,6,3
15686,215,7.82999992370606,1200,0,6,4
15803,215,8.57999992370606,1200,0,7,2
16025,215,5.40999984741211,1200,0,9,5
17690,215,3.32999992370605,1200,0,3,2
22964,215,22.5,1200,0,5,2
29996,215,12.75,1300,0,3,7
30106,215,1.08000004291534,1200,0,4,1
30189,215,11.75,1200,0,,
30391,215,7.40999984741211,1200,0,,
31024,215,14.8299999237061,1200,0,6,3
1650,214,33,1200,0,3,5
2283,214,7.25,1300,0,6,2
2776,214,5.32999992370606,1200,0,,
3046,214,10.5799999237061,1200,0,9,4
3849,214,1.33000004291534,1200,0,9,5
8744,214,30.0799999237061,1200,0,7,5
11620,214,1.5,1200,0,9,4
13725,214,6.75,1200,0,6,4
17797,214,2.41000008583069,1200,0,9,2
21386,214,0.5,1100,0,4,5
25946,214,7.90999984741211,1200,0,6,4
25957,214,9.07999992370605,1100,0,1,6
26725,214,5.57999992370606,1200,0,5,2
29205,214,10.9099998474121,1200,0,3,6
29377,214,29.4099998474121,1200,0,6,5
30430,214,16,1200,0,9,4
30593,214,6.5,1200,0,,
30921,214,7.90999984741211,1200,0,7,3
2749,214,8.57999992370606,1200,1,7,4
10804,214,13.5,1200,1,8,2
15859,214,8.5,1200,1,7,2
21917,214,17.3299999237061,1200,1,3,4
29743,214,9.15999984741211,1200,1,6,2
29755,214,10,1200,1,,
4308,213,33.0800018310547,1200,0,,
7000,213,6.57999992370606,1200,0,4,2
7109,213,21.1599998474121,1200,0,6,7
8440,213,21.75,1200,0,,
10055,213,10.0799999237061,1200,0,8,4
10445,213,7.75,1300,0,,
11234,213,5.15999984741211,1300,0,1,7
12328,213,2,1200,0,9,3
14051,213,22.6599998474121,1200,0,4,4
14099,213,19.5799999237061,1100,0,5,3
14535,213,6,1100,0,7,5
16624,213,14.25,1300,0,6,5
18450,213,5.25,1200,0,4,5
23992,213,26.5,1300,0,6,6
24389,213,1.6599999666214,1300,0,,
26809,213,15.8299999237061,1200,0,9,5
29580,213,5.15999984741211,1200,0,,
29631,213,6.5,1200,0,9,5
652,212,19.0799999237061,1200,0,7,3
2288,212,9.32999992370605,1100,0,3,4
3368,212,8.65999984741211,1200,0,6,4
4495,212,0.910000026226044,1200,0,3,7
5350,212,1,1200,0,8,5
8901,212,23.3299999237061,1200,0,7,4
9029,212,14.25,1200,0,7,3
9299,212,3.5,1300,0,6,3
10038,212,14.75,1200,0,5,5
10207,212,8.65999984741211,1100,0,,
14893,212,7,1200,0,8,4
15236,212,9.25,1200,0,9,5
15782,212,34.3300018310547,1100,0,,
17878,212,7.90999984741211,1200,0,7,2
20093,212,10.8299999237061,1200,0,3,3
20528,212,1.5,1300,0,,
20652,212,24.25,1300,0,4,7
23060,212,14.3299999237061,1200,0,4,3
25212,212,9.57999992370605,1200,0,5,3
27378,212,4.5,1200,0,6,2
28349,212,5.90999984741211,1100,0,3,4
29219,212,6.15999984741211,1200,0,,
30138,212,13.5799999237061,1200,0,6,3
30380,212,0.75,1200,0,4,4
6866,212,4.32999992370605,1200,1,7,2
7707,212,9.32999992370605,1200,1,6,4
8191,212,23.1599998474121,1200,1,9,4
16348,212,3.91000008583069,1200,1,,
19253,212,3.07999992370605,1200,1,,
20097,212,1.1599999666214,1200,1,7,2
993,211,7.65999984741211,1200,0,,
1933,211,5.40999984741211,1200,0,7,2
2672,211,14.5,1200,0,3,7
5593,211,18.25,1200,0,5,5
6663,211,13.6599998474121,1200,0,6,3
9246,211,8.82999992370606,1300,0,6,6
9830,211,30.25,1100,0,6,4
15215,211,10.0799999237061,1300,0,6,6
16167,211,5.25,1200,0,3,3
17372,211,24.9099998474121,1200,0,2,7
18679,211,22.5,1200,0,9,3
19126,211,7.65999984741211,1200,0,,
19891,211,15.6599998474121,1200,0,4,7
20354,211,7.57999992370606,1200,0,,
20516,211,38.1599998474121,1200,0,6,6
21155,211,13.6599998474121,1200,0,6,3
22195,211,4.57999992370606,1200,0,7,4
23557,211,13.0799999237061,1200,0,9,2
24224,211,23.5799999237061,1200,0,2,7
27819,211,6.65999984741211,1200,0,6,3
30014,211,13.6599998474121,1200,0,5,2
30094,211,22.5,1200,0,6,5
2217,211,3.91000008583069,1200,1,,
22525,211,4.90999984741211,1200,1,,
28758,211,10.4099998474121,1200,1,5,2
31515,211,8.75,1300,1,6,4
384,210,13.6599998474121,1200,0,9,4
461,210,7,1200,0,8,3
7823,210,7,1200,0,,
11854,210,21.1599998474121,1200,0,7,7
14031,210,10.25,1200,0,4,7
17067,210,27.5,1200,0,5,5
18907,210,11.75,1300,0,5,3
19106,210,18.1599998474121,1100,0,,
19729,210,32.6599998474121,1200,0,9,6
19758,210,22.0799999237061,1200,0,6,5
22089,210,26.8299999237061,1200,0,3,7
23787,210,22.5,1200,0,4,6
26302,210,6.25,1200,0,7,
27772,210,0.75,1200,0,7,5
27992,210,6.5,1200,0,6,5
28663,210,13.4099998474121,1200,0,6,4
28672,210,19.5,1300,0,,
29055,210,3.41000008583069,1200,0,3,1
376,210,17.5,1200,1,7,3
14379,210,2.75,1200,1,7,2
14828,210,5.32999992370606,1200,1,9,2
16485,210,3.57999992370605,1200,1,8,2
17163,210,7.90999984741211,1200,1,6,4
19316,210,13.5799999237061,1300,1,6,4
21986,210,4.57999992370606,1200,1,8,2
22327,210,26.1599998474121,1200,1,9,4
1809,209,14.8299999237061,1200,0,7,4
3827,209,7.57999992370606,1300,0,,
4543,209,12.6599998474121,1200,0,9,4
5580,209,6.40999984741211,1200,0,3,4
8899,209,19.0799999237061,1100,0,1,4
11349,209,5,1200,0,9,5
13618,209,3.5,1200,0,1,4
14457,209,22.5799999237061,1200,0,5,5
14497,209,10.9099998474121,1100,0,4,6
14562,209,2.41000008583069,1200,0,8,4
15837,209,7.15999984741211,1200,0,5,4
16630,209,7.5,1200,0,4,2
18306,209,1.33000004291534,1100,0,6,3
21785,209,17,1200,0,7,5
22546,209,28.9099998474121,1200,0,8,6
23492,209,10.9099998474121,1200,0,7,5
23709,209,19.9099998474121,1300,0,6,4
25689,209,11.5,1200,0,7,5
26337,209,16.5,1200,0,5,4
28831,209,15.25,1200,0,9,3
31416,209,34.3300018310547,1100,0,4,5
31629,209,10.75,1200,0,8,7
20156,209,0.5,1200,1,9,2
102,208,6.75,1100,0,6,3
2015,208,27.5799999237061,1200,0,6,4
2736,208,4.15999984741211,1200,0,7,6
3324,208,28.4099998474121,1200,0,6,5
6705,208,2.57999992370605,1200,0,1,5
